,player_lines,Act No.
578,"    He may not, as unvalued persons do,
",ACT I.
579,"    Carve for himself, for on his choice depends
",ACT I.
580,"    The safety and health of this whole state,
",ACT I.
581,"    And therefore must his choice be circumscrib'd
",ACT I.
582,"    Unto the voice and yielding of that body
",ACT I.
583,"    Whereof he is the head. Then if he says he loves you,
",ACT I.
584,"    It fits your wisdom so far to believe it
",ACT I.
585,"    As he in his particular act and place
",ACT I.
586,"    May give his saying deed; which is no further
",ACT I.
587,"    Than the main voice of Denmark goes withal.
",ACT I.
588,"    Then weigh what loss your honour may sustain
",ACT I.
589,"    If with too credent ear you list his songs,
",ACT I.
590,"    Or lose your heart, or your chaste treasure open
",ACT I.
591,"    To his unmast'red importunity.
",ACT I.
592,"    Fear it, Ophelia, fear it, my dear sister,
",ACT I.
593,"    And keep you in the rear of your affection,  
",ACT I.
594,"    Out of the shot and danger of desire.
",ACT I.
595,"    The chariest maid is prodigal enough
",ACT I.
596,"    If she unmask her beauty to the moon.
",ACT I.
597,"    Virtue itself scopes not calumnious strokes.
",ACT I.
598,"    The canker galls the infants of the spring
",ACT I.
599,"    Too oft before their buttons be disclos'd,
",ACT I.
600,"    And in the morn and liquid dew of youth
",ACT I.
601,"    Contagious blastments are most imminent.
",ACT I.
602,"    Be wary then; best safety lies in fear.
",ACT I.
603,"    Youth to itself rebels, though none else near.
",ACT I.
604,"  Oph. I shall th' effect of this good lesson keep
",ACT I.
605,"    As watchman to my heart. But, good my brother,
",ACT I.
606,"    Do not as some ungracious pastors do,
",ACT I.
607,"    Show me the steep and thorny way to heaven,
",ACT I.
608,"    Whiles, like a puff'd and reckless libertine,
",ACT I.
609,"    Himself the primrose path of dalliance treads
",ACT I.
610,"    And recks not his own rede.
",ACT I.
611,"  Laer. O, fear me not!
",ACT I.
612,"
",ACT I.
613,"                       Enter Polonius.  
",ACT I.
614,"
",ACT I.
615,"    I stay too long. But here my father comes.
",ACT I.
616,"    A double blessing is a double grace;
",ACT I.
617,"    Occasion smiles upon a second leave.
",ACT I.
618,"  Pol. Yet here, Laertes? Aboard, aboard, for shame!
",ACT I.
619,"    The wind sits in the shoulder of your sail,
",ACT I.
620,"    And you are stay'd for. There- my blessing with thee!
",ACT I.
621,"    And these few precepts in thy memory
",ACT I.
622,"    Look thou character. Give thy thoughts no tongue,
",ACT I.
623,"    Nor any unproportion'd thought his act.
",ACT I.
624,"    Be thou familiar, but by no means vulgar:
",ACT I.
625,"    Those friends thou hast, and their adoption tried,
",ACT I.
626,"    Grapple them unto thy soul with hoops of steel;
",ACT I.
627,"    But do not dull thy palm with entertainment
",ACT I.
628,"    Of each new-hatch'd, unfledg'd comrade. Beware
",ACT I.
629,"    Of entrance to a quarrel; but being in,
",ACT I.
630,"    Bear't that th' opposed may beware of thee.
",ACT I.
631,"    Give every man thine ear, but few thy voice;
",ACT I.
632,"    Take each man's censure, but reserve thy judgment.
",ACT I.
633,"    Costly thy habit as thy purse can buy,  
",ACT I.
634,"    But not express'd in fancy; rich, not gaudy;
",ACT I.
635,"    For the apparel oft proclaims the man,
",ACT I.
636,"    And they in France of the best rank and station
",ACT I.
637,"    Are most select and generous, chief in that.
",ACT I.
638,"    Neither a borrower nor a lender be;
",ACT I.
639,"    For loan oft loses both itself and friend,
",ACT I.
640,"    And borrowing dulls the edge of husbandry.
",ACT I.
641,"    This above all- to thine own self be true,
",ACT I.
642,"    And it must follow, as the night the day,
",ACT I.
643,"    Thou canst not then be false to any man.
",ACT I.
644,"    Farewell. My blessing season this in thee!
",ACT I.
645,"  Laer. Most humbly do I take my leave, my lord.
",ACT I.
646,"  Pol. The time invites you. Go, your servants tend.
",ACT I.
647,"  Laer. Farewell, Ophelia, and remember well
",ACT I.
648,"    What I have said to you.
",ACT I.
649,"  Oph. 'Tis in my memory lock'd,
",ACT I.
650,"    And you yourself shall keep the key of it.
",ACT I.
651,"  Laer. Farewell.                                          Exit.
",ACT I.
652,"  Pol. What is't, Ophelia, he hath said to you?
",ACT I.
653,"  Oph. So please you, something touching the Lord Hamlet.  
",ACT I.
654,"  Pol. Marry, well bethought!
",ACT I.
655,"    'Tis told me he hath very oft of late
",ACT I.
656,"    Given private time to you, and you yourself
",ACT I.
657,"    Have of your audience been most free and bounteous.
",ACT I.
658,"    If it be so- as so 'tis put on me,
",ACT I.
659,"    And that in way of caution- I must tell you
",ACT I.
660,"    You do not understand yourself so clearly
",ACT I.
661,"    As it behooves my daughter and your honour.
",ACT I.
662,"    What is between you? Give me up the truth.
",ACT I.
663,"  Oph. He hath, my lord, of late made many tenders
",ACT I.
664,"    Of his affection to me.
",ACT I.
665,"  Pol. Affection? Pooh! You speak like a green girl,
",ACT I.
666,"    Unsifted in such perilous circumstance.
",ACT I.
667,"    Do you believe his tenders, as you call them?
",ACT I.
668,"  Oph. I do not know, my lord, what I should think,
",ACT I.
669,"  Pol. Marry, I will teach you! Think yourself a baby
",ACT I.
670,"    That you have ta'en these tenders for true pay,
",ACT I.
671,"    Which are not sterling. Tender yourself more dearly,
",ACT I.
672,"    Or (not to crack the wind of the poor phrase,
",ACT I.
673,"    Running it thus) you'll tender me a fool.  
",ACT I.
674,"  Oph. My lord, he hath importun'd me with love
",ACT I.
675,"    In honourable fashion.
",ACT I.
676,"  Pol. Ay, fashion you may call it. Go to, go to!
",ACT I.
677,"  Oph. And hath given countenance to his speech, my lord,
",ACT I.
678,"    With almost all the holy vows of heaven.
",ACT I.
679,"  Pol. Ay, springes to catch woodcocks! I do know,
",ACT I.
680,"    When the blood burns, how prodigal the soul
",ACT I.
681,"    Lends the tongue vows. These blazes, daughter,
",ACT I.
682,"    Giving more light than heat, extinct in both
",ACT I.
683,"    Even in their promise, as it is a-making,
",ACT I.
684,"    You must not take for fire. From this time
",ACT I.
685,"    Be something scanter of your maiden presence.
",ACT I.
686,"    Set your entreatments at a higher rate
",ACT I.
687,"    Than a command to parley. For Lord Hamlet,
",ACT I.
688,"    Believe so much in him, that he is young,
",ACT I.
689,"    And with a larger tether may he walk
",ACT I.
690,"    Than may be given you. In few, Ophelia,
",ACT I.
691,"    Do not believe his vows; for they are brokers,
",ACT I.
692,"    Not of that dye which their investments show,
",ACT I.
693,"    But mere implorators of unholy suits,  
",ACT I.
694,"    Breathing like sanctified and pious bawds,
",ACT I.
695,"    The better to beguile. This is for all:
",ACT I.
696,"    I would not, in plain terms, from this time forth
",ACT I.
697,"    Have you so slander any moment leisure
",ACT I.
698,"    As to give words or talk with the Lord Hamlet.
",ACT I.
699,"    Look to't, I charge you. Come your ways.
",ACT I.
700,"  Oph. I shall obey, my lord.
",ACT I.
701,"                                                         Exeunt.
",ACT I.
702,"
",ACT I.
703,"
",ACT I.
704,"
",ACT I.
705,"
",ACT I.
706,"Scene IV.
",ACT I.
707,"Elsinore. The platform before the Castle.
",ACT I.
708,"
",ACT I.
709,"Enter Hamlet, Horatio, and Marcellus.
",ACT I.
710,"
",ACT I.
711,"  Ham. The air bites shrewdly; it is very cold.
",ACT I.
712,"  Hor. It is a nipping and an eager air.
",ACT I.
713,"  Ham. What hour now?
",ACT I.
714,"  Hor. I think it lacks of twelve.
",ACT I.
715,"  Mar. No, it is struck.
",ACT I.
716,"  Hor. Indeed? I heard it not. It then draws near the season
",ACT I.
717,"    Wherein the spirit held his wont to walk.
",ACT I.
718,"                   A flourish of trumpets, and two pieces go off.
",ACT I.
719,"    What does this mean, my lord?
",ACT I.
720,"  Ham. The King doth wake to-night and takes his rouse,
",ACT I.
721,"    Keeps wassail, and the swagg'ring upspring reels,
",ACT I.
722,"    And, as he drains his draughts of Rhenish down,
",ACT I.
723,"    The kettledrum and trumpet thus bray out
",ACT I.
724,"    The triumph of his pledge.
",ACT I.
725,"  Hor. Is it a custom?
",ACT I.
726,"  Ham. Ay, marry, is't;
",ACT I.
727,"    But to my mind, though I am native here  
",ACT I.
728,"    And to the manner born, it is a custom
",ACT I.
729,"    More honour'd in the breach than the observance.
",ACT I.
730,"    This heavy-headed revel east and west
",ACT I.
731,"    Makes us traduc'd and tax'd of other nations;
",ACT I.
732,"    They clip us drunkards and with swinish phrase
",ACT I.
733,"    Soil our addition; and indeed it takes
",ACT I.
734,"    From our achievements, though perform'd at height,
",ACT I.
735,"    The pith and marrow of our attribute.
",ACT I.
736,"    So oft it chances in particular men
",ACT I.
737,"    That, for some vicious mole of nature in them,
",ACT I.
738,"    As in their birth,- wherein they are not guilty,
",ACT I.
739,"    Since nature cannot choose his origin,-
",ACT I.
740,"    By the o'ergrowth of some complexion,
",ACT I.
741,"    Oft breaking down the pales and forts of reason,
",ACT I.
742,"    Or by some habit that too much o'erleavens
",ACT I.
743,"    The form of plausive manners, that these men
",ACT I.
744,"    Carrying, I say, the stamp of one defect,
",ACT I.
745,"    Being nature's livery, or fortune's star,
",ACT I.
746,"    Their virtues else- be they as pure as grace,
",ACT I.
747,"    As infinite as man may undergo-  
",ACT I.
748,"    Shall in the general censure take corruption
",ACT I.
749,"    From that particular fault. The dram of e'il
",ACT I.
750,"    Doth all the noble substance often dout To his own scandal.
",ACT I.
751,"
",ACT I.
752,"                         Enter Ghost.
",ACT I.
753,"
",ACT I.
754,"  Hor. Look, my lord, it comes!
",ACT I.
755,"  Ham. Angels and ministers of grace defend us!
",ACT I.
756,"    Be thou a spirit of health or goblin damn'd,
",ACT I.
757,"    Bring with thee airs from heaven or blasts from hell,
",ACT I.
758,"    Be thy intents wicked or charitable,
",ACT I.
759,"    Thou com'st in such a questionable shape
",ACT I.
760,"    That I will speak to thee. I'll call thee Hamlet,
",ACT I.
761,"    King, father, royal Dane. O, answer me?
",ACT I.
762,"    Let me not burst in ignorance, but tell
",ACT I.
763,"    Why thy canoniz'd bones, hearsed in death,
",ACT I.
764,"    Have burst their cerements; why the sepulchre
",ACT I.
765,"    Wherein we saw thee quietly inurn'd,
",ACT I.
766,"    Hath op'd his ponderous and marble jaws
",ACT I.
767,"    To cast thee up again. What may this mean  
",ACT I.
768,"    That thou, dead corse, again in complete steel,
",ACT I.
769,"    Revisits thus the glimpses of the moon,
",ACT I.
770,"    Making night hideous, and we fools of nature
",ACT I.
771,"    So horridly to shake our disposition
",ACT I.
772,"    With thoughts beyond the reaches of our souls?
",ACT I.
773,"    Say, why is this? wherefore? What should we do?
",ACT I.
774,"                                           Ghost beckons Hamlet.
",ACT I.
775,"  Hor. It beckons you to go away with it,
",ACT I.
776,"    As if it some impartment did desire
",ACT I.
777,"    To you alone.
",ACT I.
778,"  Mar. Look with what courteous action
",ACT I.
779,"    It waves you to a more removed ground.
",ACT I.
780,"    But do not go with it!
",ACT I.
781,"  Hor. No, by no means!
",ACT I.
782,"  Ham. It will not speak. Then will I follow it.
",ACT I.
783,"  Hor. Do not, my lord!
",ACT I.
784,"  Ham. Why, what should be the fear?
",ACT I.
785,"    I do not set my life at a pin's fee;
",ACT I.
786,"    And for my soul, what can it do to that,
",ACT I.
787,"    Being a thing immortal as itself?  
",ACT I.
788,"    It waves me forth again. I'll follow it.
",ACT I.
789,"  Hor. What if it tempt you toward the flood, my lord,
",ACT I.
790,"    Or to the dreadful summit of the cliff
",ACT I.
791,"    That beetles o'er his base into the sea,
",ACT I.
792,"    And there assume some other, horrible form
",ACT I.
793,"    Which might deprive your sovereignty of reason
",ACT I.
794,"    And draw you into madness? Think of it.
",ACT I.
795,"    The very place puts toys of desperation,
",ACT I.
796,"    Without more motive, into every brain
",ACT I.
797,"    That looks so many fadoms to the sea
",ACT I.
798,"    And hears it roar beneath.
",ACT I.
799,"  Ham. It waves me still.
",ACT I.
800,"    Go on. I'll follow thee.
",ACT I.
801,"  Mar. You shall not go, my lord.
",ACT I.
802,"  Ham. Hold off your hands!
",ACT I.
803,"  Hor. Be rul'd. You shall not go.
",ACT I.
804,"  Ham. My fate cries out
",ACT I.
805,"    And makes each petty artire in this body
",ACT I.
806,"    As hardy as the Nemean lion's nerve.
",ACT I.
807,"                                                [Ghost beckons.]  
",ACT I.
808,"    Still am I call'd. Unhand me, gentlemen.
",ACT I.
809,"    By heaven, I'll make a ghost of him that lets me!-
",ACT I.
810,"    I say, away!- Go on. I'll follow thee.
",ACT I.
811,"                                        Exeunt Ghost and Hamlet.
",ACT I.
812,"  Hor. He waxes desperate with imagination.
",ACT I.
813,"  Mar. Let's follow. 'Tis not fit thus to obey him.
",ACT I.
814,"  Hor. Have after. To what issue wail this come?
",ACT I.
815,"  Mar. Something is rotten in the state of Denmark.
",ACT I.
816,"  Hor. Heaven will direct it.
",ACT I.
817,"  Mar. Nay, let's follow him.
",ACT I.
818,"                                                         Exeunt.
",ACT I.
819,"
",ACT I.
820,"
",ACT I.
821,"
",ACT I.
822,"
",ACT I.
823,"Scene V.
",ACT I.
824,"Elsinore. The Castle. Another part of the fortifications.
",ACT I.
825,"
",ACT I.
826,"Enter Ghost and Hamlet.
",ACT I.
827,"
",ACT I.
828,"  Ham. Whither wilt thou lead me? Speak! I'll go no further.
",ACT I.
829,"  Ghost. Mark me.
",ACT I.
830,"  Ham. I will.
",ACT I.
831,"  Ghost. My hour is almost come,
",ACT I.
832,"    When I to sulph'rous and tormenting flames
",ACT I.
833,"    Must render up myself.
",ACT I.
834,"  Ham. Alas, poor ghost!
",ACT I.
835,"  Ghost. Pity me not, but lend thy serious hearing
",ACT I.
836,"    To what I shall unfold.
",ACT I.
837,"  Ham. Speak. I am bound to hear.
",ACT I.
838,"  Ghost. So art thou to revenge, when thou shalt hear.
",ACT I.
839,"  Ham. What?
",ACT I.
840,"  Ghost. I am thy father's spirit,
",ACT I.
841,"    Doom'd for a certain term to walk the night,
",ACT I.
842,"    And for the day confin'd to fast in fires,
",ACT I.
843,"    Till the foul crimes done in my days of nature
",ACT I.
844,"    Are burnt and purg'd away. But that I am forbid  
",ACT I.
845,"    To tell the secrets of my prison house,
",ACT I.
846,"    I could a tale unfold whose lightest word
",ACT I.
847,"    Would harrow up thy soul, freeze thy young blood,
",ACT I.
848,"    Make thy two eyes, like stars, start from their spheres,
",ACT I.
